Index	Token	Language
1613	the	Eng
1614	other	Eng
1615	one	Eng
1616	must	Eng
1617	have	Eng
1618	been	Eng
1619	somewhere	Eng
1620	between	Eng
1621	maybe	Eng
1622	fifteen	Eng
1623	or	Eng
1624	sixteen	Eng
1625	.	Eng
1626	They	Eng
1627	were	Eng
1628	young	Eng
1629	!	Eng
1630	Yeah	Eng
1631	.	Eng
1632	Oh	Eng
1633	,	Eng
1634	but	Eng
1635	you	Eng
1636	look	Eng
1637	forty-nine	Eng
1638	.	Eng
1639	Do	Eng
1640	I	Eng
1641	?	Eng
1642	Forty-nine	Eng
1643	?	Eng
1644	Mmm-hmm	Eng
1645	.	Eng
1646	Still	Eng
1647	.	Eng
1648	Mmm-hmm	Eng
1649	.	Eng
1650	Think	Eng
1651	about	Eng
1652	it	Eng
1653	.	Eng
1654	Our	Eng
1655	kids	Eng
1656	were	Eng
1657	already	Eng
1658	in	Eng
1659	the	Eng
1660	late	Eng
1661	teh	Eng
1662	,	Eng
1663	teens	Eng
1664	early	Eng
1665	twenty's	Eng
1666	at	Eng
1667	at	Eng
1668	that	Eng
1669	age	Eng
1670	.	Eng
1671	Yeah	Eng
1672	.	Eng
1673	What	Eng
1674	?	Eng
1675	Thumbs	Eng
1676	down	Eng
1677	for	Eng
1678	what	Eng
1679	Leo	Eng
1680	?	Eng
1681	Over	Eng
1682	the	Eng
1683	hill	Eng
1684	.	Eng
1685	So	Eng
1686	,	Eng
1687	So	Eng
1688	,	Eng
1689	I	Eng
1690	was	Eng
1691	thinking	Eng
1692	he	Eng
1693	was	Eng
1694	young	Eng
1695	,	Eng
1696	but	Eng
1697	I	Eng
1698	am	Eng
1699	thinking	Eng
1700	no	Eng
1701	,	Eng
1702	that	Eng
1703	is	Eng
1704	over	Eng
1705	already	Eng
1706	<UNK>	Eng
1707	.	Eng
1708	Mmm-hmm	Eng
1709	.	Eng
1710	Well	Eng
1711	.	Eng
1712	Pass	Eng
1713	me	Eng
1714	the	Eng
1715	leash	Eng
1716	<UNK>	Eng
1717	.	Eng
1718	Hmm	Eng
1719	?	Eng
1720	Please	Eng
1721	pass	Eng
1722	me	Eng
1723	the	Eng
1724	leash	Eng
1725	.	Eng
1726	I	Eng
1727	am	Eng
1728	not	Eng
1729	sure	Eng
1730	if	Eng
1731	he	Eng
1732	retired	Eng
1733	from	Eng
1734	the	Eng
1735	police	Eng
1736	force	Eng
1737	or	Eng
1738	what	Eng
1739	the	Eng
1740	deal	Eng
1741	was	Eng
1742	.	Eng
1743	Oh	Eng
1744	,	Eng
1745	he	Eng
1746	worked	Eng
1747	with	Eng
1748	the	Eng
1749	police	Eng
1750	force	Eng
1751	?	Eng
1752	Yeah	Eng
1753	.	Eng
1754	Was	Eng
1755	he	Eng
1756	a	Eng
1757	cop	Eng
1758	?	Eng
1759	Mmm-hmm	Eng
1760	.	Eng
1761	Daniel	Eng
1762	what	Eng
1763	?	Eng
1764	Huerta	Span
1765	.	Span
1766	I	Eng
1767	do	Eng
1768	not	Eng
1769	know	Eng
1770	why	Eng
1771	,	Eng
1772	but	Eng
1773	the	Eng
1774	name	Eng
1775	sounds	Eng
1776	familiar	Eng
1777	.	Eng
1778	Michelle	Eng
1779	knew	Eng
1780	him	Eng
1781	.	Eng
1782	Because	Eng
1783	he	Eng
1784	used	Eng
1785	to	Eng
1786	spend	Eng
1787	a	Eng
1788	lot	Eng
1789	of	Eng
1790	time	Eng
1791	at	Eng
1792	the	Eng
1793	,	Eng
1794	Caf�	Span
1795	Central	Span
1796	?	Span
1797	Oh	Eng
1798	,	Eng
1799	s�	Span
1800	?	Span
1801	Mmm-hmm	Eng
1802	.	Eng
1803	So	Eng
1804	,	Eng
1805	I	Eng
1806	am	Eng
1807	assuming	Eng
1808	that	Eng
1809	I	Eng
1810	am	Eng
1811	not	Eng
1812	a	Eng
1813	cop	Eng
1814	,	Eng
1815	ex-cop	Eng
1816	or	Eng
1817	cop	Eng
1818	.	Eng
1819	Yeah	Eng
1820	,	Eng
1821	more	Eng
1822	do	Eng
1823	<UNK>	Eng
1824	.	Eng
1825	Than	Eng
1826	a	Eng
1827	lot	Eng
1828	of	Eng
1829	bully	Eng
1830	<UNK>	Eng
1831	people	Eng
1832	.	Eng
1833	Hmm	Eng
1834	.	Eng
1835	Well	Eng
1836	.	Eng
1837	Well	Eng
1838	.	Eng
1839	Era	Span
1840	de	Span
1841	muy	Span
1842	bonito	Span
1843	car�cter	Span
1844	.	Span
1845	Very	Eng
1846	easygoing	Eng
1847	.	Eng
1848	Him	Eng
1849	?	Eng
1850	You	Eng
1851	never	Eng
1852	saw	Eng
1853	him	Eng
1854	upset	Eng
1855	or	Eng
1856	anything	Eng
1857	.	Eng
1858	He	Eng
1859	was	Eng
1860	always	Eng
1861	.	Eng
1862	What	Eng
1863	year	Eng
1864	did	Eng
1865	he	Eng
1866	graduate	Eng
1867	?	Eng
1868	Seventy-five	Eng
1869	.	Eng
1870	Oh	Eng
1871	,	Eng
1872	he	Eng
1873	was	Eng
1874	young	Eng
1875	.	Eng
1876	Yeah	Eng
1877	.	Eng
1878	He	Eng
1879	graduated	Eng
1880	with	Eng
1881	Chavita	Span
1882	and	Eng
1883	and	Eng
1884	um	Eng
1885	Adrian	Eng
1886	and	Eng
1887	,	Eng
1888	umm	Eng
1889	...	Eng
1890	Do	Eng
1891	not	Eng
1892	mention	Eng
1893	Chavita	Span
1894	.	Span
1895	And	Eng
1896	Adrian	Eng
1897	.	Eng
1898	I	Eng
1899	cannot	Eng
1900	stand	Eng
1901	that	Eng
1902	<UNK>	Eng
1903	,	Eng
1904	I	Eng
1905	cannot	Eng
1906	stand	Eng
1907	that	Eng
1908	guy	Eng
1909	.	Eng
1910	Eitale	Span
1911	.	Span
1912	Hey	Eng
1913	,	Eng
1914	you	Eng
1915	um	Eng
1916	<UNK>	Eng
1917	there	Eng
1918	.	Eng
1919	What	Eng
1920	is	Eng
1921	good	Eng
1922	for	Eng
1923	<UNK>	Eng
1924	?	Eng
1925	What	Eng
1926	do	Eng
1927	you	Eng
1928	mean	Eng
1929	?	Eng
1930	I	Eng
1931	do	Eng
1932	not	Eng
1933	know	Eng
1934	what	Eng
1935	that	Eng
1936	is	Eng
1937	.	Eng
1938	<UNK>	Eng
1939	Is	Eng
1940	that	Eng
1941	corn	Eng
1942	?	Eng
1943	Who	Eng
1944	?	Eng
1945	Es	Span
1946	elote	Span
1947	?	Span
1948	No	Span
1949	,	Span
1950	son	Span
1951	pi�ones	Span
1952	.	Span
1953	No	Span
1954	,	Span
1955	pi�ones	Span
1956	.	Span
1957	Oh	Eng
1958	.	Eng
1959	Oh	Eng
1960	,	Eng
1961	they	Eng
1962	look	Eng
1963	a	Eng
1964	little	Eng
1965	strange	Eng
1966	.	Eng
1967	Pues	Span
1968	es	Span
1969	que	Span
1970	parec�an	Span
1971	como	Span
1972	semillas	Span
1973	de	Span
1974	lim�n	Span
1975	al	Span
1976	principio	Span
1977	dije	Span
1978	,	Span
1979	pero	Span
1980	tanta	Span
1981	?	Span
1982	Nhh-hnnn	Span
1983	.	Span
1984	No	Eng
1985	.	Eng
1986	<UNK>	Span
1987	muchas	Span
1988	?	Span
1989	La	Span
1990	hija	Span
1991	me	Span
1992	record�	Span
1993	un	Span
1994	poco	Span
1995	a	Span
1996	Alex	Span
1997	.	Span
1998	Por	Span
1999	qu�	Span
2000	?	Span
2001	She	Eng
2002	was	Eng
2003	about	Eng
2004	her	Eng
2005	age	Eng
2006	.	Eng
2007	y	Span
2008	dijo	Span
2009	,	Span
2010	Se	Span
2011	par�	Span
2012	y	Span
2013	luego	Span
2014	dijo	Span
2015	,	Span
2016	I	Eng
2017	do	Eng
2018	not	Eng
2019	know	Eng
2020	if	Eng
2021	I	Eng
2022	can	Eng
2023	do	Eng
2024	this	Eng
2025	,	Eng
2026	hmm	Eng
2027	.	Eng
2028	She	Eng
2029	sent	Eng
2030	a	Eng
2031	little	Eng
2032	poem	Eng
2033	.	Eng
2034	Something	Eng
2035	about	Eng
2036	the	Eng
2037	chain	Eng
2038	is	Eng
2039	broken	Eng
2040	,	Eng
2041	because	Eng
2042	it	Eng
2043	is	Eng
2044	missing	Eng
2045	one	Eng
2046	link	Eng
2047	.	Eng
2048	You	Eng
2049	know	Eng
2050	,	Eng
2051	I	Eng
2052	<UNK>	Eng
2053	in	Eng
2054	last	Eng
2055	week	Eng
2056	obituary	Eng
2057	.	Eng
2058	Of	Eng
2059	a	Eng
2060	young	Eng
2061	girl	Eng
2062	who	Eng
2063	had	Eng
2064	passed	Eng
2065	away	Eng
2066	at	Eng
2067	the	Eng
2068	same	Eng
2069	time	Eng
2070	.	Eng
2071	And	Eng
2072	so	Eng
2073	beautiful	Eng
2074	,	Eng
2075	<UNK>	Eng
2076	.	Eng
2077	Yeah	Eng
2078	.	Eng
2079	He	Eng
2080	did	Eng
2081	that	Eng
2082	,	Eng
2083	and	Eng
2084	?	Eng
2085	dice	Span
2086	I	Eng
2087	am	Eng
2088	gonna	Eng
2089	miss	Eng
2090	my	Eng
2091	dad	Eng
2092	,	Eng
2093	dijo	Span
2094	because	Eng
2095	every	Eng
2096	morning	Eng
2097	,	Eng
2098	dijo	Span
2099	,	Span
2100	I	Eng
2101	was	Eng
2102	very	Eng
2103	lazy	Eng
2104	.	Eng
2105	I	Eng
2106	had	Eng
2107	trouble	Eng
2108	waking	Eng
2109	up	Eng
2110	in	Eng
2111	the	Eng
2112	morning	Eng
2113	.	Eng
2114	Dijo	Span
2115	and	Eng
2116	every	Eng
2117	morning	Eng
2118	my	Eng
2119	dad	Eng
2120	would	Eng
2121	make	Eng
2122	me	Eng
2123	a	Eng
2124	cup	Eng
2125	of	Eng
2126	coffee	Eng
2127	.	Eng
2128	A	Span
2129	la	Span
2130	mejor	Span
2131	.	Span
2132	And	Eng
2133	he	Eng
2134	would	Eng
2135	go	Eng
2136	,	Eng
2137	dijo	Span
2138	,	Span
2139	and	Eng
2140	wake	Eng
2141	me	Eng
2142	up	Eng
2143	and	Eng
2144	say	Eng
2145	,	Eng
2146	here	Eng
2147	is	Eng
2148	your	Eng
2149	coffee	Eng
2150	,	Eng
2151	wake	Eng
2152	up	Eng
2153	.	Eng
2154	Well	Eng
2155	,	Eng
2156	I	Eng
2157	am	Eng
2158	no	Eng
2159	longer	Eng
2160	gonna	Eng
2161	get	Eng
2162	that	Eng
2163	cup	Eng
2164	of	Eng
2165	coffee	Eng
2166	<UNK>	Eng
2167	.	Eng
2168	Tantos	Span
2169	?	Span
2170	Well	Eng
2171	.	Eng
2172	I	Eng
2173	know	Eng
2174	,	Eng
2175	that	Eng
2176	is	Eng
2177	sad	Eng
2178	.	Eng
2179	Yeah	Eng
2180	.	Eng
2181	Trabaja	Span
2182	?	Span
2183	I	Eng
2184	do	Eng
2185	not	Eng
2186	think	Eng
2187	so	Eng
2188	.	Eng
2189	I	Eng
2190	do	Eng
2191	not	Eng
2192	think	Eng
2193	she	Eng
2194	did	Eng
2195	.	Eng
2196	I	Eng
2197	do	Eng
2198	not	Eng
2199	know	Eng
2200	,	Eng
2201	maybe	Eng
2202	she	Eng
2203	did	Eng
2204	.	Eng
2205	I	Eng
2206	really	Eng
2207	do	Eng
2208	not	Eng
2209	know	Eng
2210	.	Eng
2211	Well	Eng
2212	,	Eng
2213	she	Eng
2214	is	Eng
2215	gonna	Eng
2216	get	Eng
2217	Survivor's	Eng
2218	benefits	Eng
2219	.	Eng
2220	Y	Span
2221	muy	Span
2222	simp�tica	Span
2223	ella	Span
2224	.	Span
2225	Si	Span
2226	?	Span
2227	La	Span
2228	esposa	Span
2229	.	Span
2230	No	Eng
2231	doubt	Eng
2232	she	Eng
2233	will	Eng
2234	probably	Eng
2235	end	Eng
2236	up	Eng
2237	marrying	Eng
2238	again	Eng
2239	.	Eng
2240	He	Eng
2241	was	Eng
2242	tall	Eng
2243	.	Eng
2244	Well	Eng
2245	he	Eng
2246	was	Eng
2247	?	Eng
2248	est�	Span
2249	medio	Span
2250	guera	Span
2251	.	Span
2252	He	Eng
2253	was	Eng
2254	a	Eng
2255	<UNK>	Eng
2256	.	Eng
2257	Daniel	Eng
2258	?	Eng
2259	I	Eng
2260	think	Eng
2261	she	Eng
2262	was	Eng
2263	taller	Eng
2264	than	Eng
2265	he	Eng
2266	was	Eng
2267	.	Eng
2268	Y	Span
2269	un	Span
2270	car�cter	Span
2271	muy	Span
2272	bonito	Span
2273	tambi�n	Span
2274	ella	Span
2275	.	Span
2276	Very	Eng
2277	easygoing	Eng
2278	.	Eng
2279	She	Eng
2280	was	Eng
2281	just	Eng
2282	barely	Eng
2283	holding	Eng
2284	on	Eng
2285	la	Span
2286	pobre	Span
2287	.	Span
2288	Do	Eng
2289	not	Eng
2290	you	Eng
2291	wonder	Eng
2292	,	Eng
2293	you	Eng
2294	know	Eng
2295	how	Eng
2296	.	Eng
2297	People	Eng
2298	passing	Eng
2299	away	Eng
2300	.	Eng
2301	People	Eng
2302	you	Eng
2303	know	Eng
2304	,	Eng
2305	people	Eng
2306	you	Eng
2307	were	Eng
2308	acquainted	Eng
2309	with	Eng
2310	and	Eng
2311	people	Eng
2312	who	Eng
2313	were	Eng
2314	right	Eng
2315	close	Eng
2316	to	Eng
2317	you	Eng
2318	.	Eng
2319	In	Eng
2320	life	Eng
2321	we	Eng
2322	treated	Eng
2323	<UNK>	Eng
2324	when	Eng
2325	they	Eng
2326	passed	Eng
2327	on	Eng
2328	.	Eng
2329	You	Eng
2330	have	Eng
2331	seen	Eng
2332	things	Eng
2333	that	Eng
2334	you	Eng
2335	probably	Eng
2336	never	Eng
2337	even	Eng
2338	noted	Eng
2339	when	Eng
2340	they	Eng
2341	were	Eng
2342	alive	Eng
2343	.	Eng
2344	Mmm-hmm	Eng
2345	.	Eng
2346	It	Eng
2347	is	Eng
2348	sad	Eng
2349	that	Eng
2350	we	Eng
2351	have	Eng
2352	to	Eng
2353	wait	Eng
2354	when	Eng
2355	a	Eng
2356	person	Eng
2357	is	Eng
2358	gone	Eng
2359	to	Eng
2360	?	Eng
2361	To	Eng
2362	notice	Eng
2363	the	Eng
2364	quality	Eng
2365	.	Eng
2366	I	Eng
2367	am	Eng
2368	not	Eng
2369	paying	Eng
2370	.	Eng
2371	Del	Span
2372	grupo	Span
2373	de	Span
2374	nosotros	Span
2375	de	Span
2376	los	Span
2377	Dragon	Eng
2378	Connections	Eng
2379	,	Eng
2380	nom�s	Span
2381	fui	Span
2382	yo	Span
2383	y	Span
2384	esta	Span
2385	Lisa	Eng
2386	and	Eng
2387	her	Eng
2388	husband	Eng
2389	.	Eng
2390	Hmm	Eng
2391	.	Eng
2392	Martin	Eng
2393	went	Eng
2394	,	Eng
2395	he	Eng
2396	went	Eng
2397	very	Eng
2398	,	Eng
2399	like	Eng
2400	in	Eng
2401	early	Eng
2402	afternoon	Eng
2403	y	Span
2404	nada	Span
2405	m�s	Span
2406	as�	Span
2407	entrada	Span
2408	por	Span
2409	salida	Span
2410	nada	Span
2411	m�s	Span
2412	,	Span
2413	which	Eng
2414	is	Eng
2415	unusual	Eng
2416	because	Eng
2417	he	Eng
2418	never	Eng
2419	even	Eng
2420	goes	Eng
2421	to	Eng
2422	funerals	Eng
2423	.	Eng
2424	Dice	Span
2425	,	Span
2426	a	Span
2427	m�	Span
2428	no	Span
2429	me	Span
2430	gusta	Span
2431	,	Span
2432	le	Span
2433	dije	Span
2434	really	Eng
2435	?	Eng
2436	Yeah	Eng
2437	,	Eng
2438	a	Span
2439	m�	Span
2440	s�	Span
2441	me	Span
2442	encanta	Span
2443	,	Span
2444	vieras	Span
2445	como	Span
2446	me	Span
2447	encanta	Span
2448	andar	Span
2449	en	Span
2450	la	Span
2451	funeral	Eng
2452	.	Eng
2453	Pero	Span
2454	a	Span
2455	qui�n	Span
2456	le	Span
2457	gusta	Span
2458	?	Span
2459	Si	Span
2460	no	Span
2461	vas	Span
2462	por	Span
2463	gusto	Span
2464	,	Span
2465	vas	Span
2466	por	Span
2467	pagar	Span
2468	tus	Span
2469	�ltimos	Span
2470	respetos	Span
2471	Pos	Span
2472	,	Span
2473	dumb	Eng
2474	remark	Eng
2475	,	Eng
2476	you	Eng
2477	know	Eng
2478	?	Eng
2479	Really	Eng
2480	?	Eng
2481	A	Span
2482	m�	Span
2483	me	Span
2484	encanta	Span
2485	.	Span
2486	I	Eng
2487	had	Eng
2488	such	Eng
2489	a	Eng
2490	good	Eng
2491	time	Eng
2492	.	Eng
2493	Pobre	Span
2494	muertito	Span
2495	<UNK>	Span
2496	quedar�	Span
2497	<UNK>	Span
2498	sordo	Span
2499	!	Span
2500	S�	Span
2501	.	Span
2502	Pos	Span
2503	s�	Span
2504	.	Span
2505	Digo	Span
2506	es	Span
2507	que	Span
2508	a	Span
2509	m�	Span
2510	no	Span
2511	me	Span
2512	gusta	Span
2513	ir	Span
2514	,	Span
2515	really	Eng
2516	?	Eng
2517	Le	Span
2518	digo	Span
2519	,	Span
2520	a	Span
2521	m�	Span
2522	s�	Span
2523	,	Span
2524	como	Span
2525	me	Span
2526	encanta	Span
2527	.	Span
2528	Le	Span
2529	dije	Span
2530	,	Span
2531	nothing	Eng
2532	I	Eng
2533	would	Eng
2534	rather	Eng
2535	be	Eng
2536	doing	Eng
2537	with	Eng
2538	my	Eng
2539	time	Eng
2540	,	Eng
2541	<UNK>	Eng
2542	you	Eng
2543	know	Eng
2544	?	Eng
2545	Le	Span
2546	dije	Span
2547	,	Span
2548	nobody	Eng
2549	likes	Eng
2550	to	Eng
2551	go	Eng
2552	to	Eng
2553	funerals	Eng
2554	.	Eng
2555	dije	Span
2556	,	Span
2557	but	Eng
2558	,	Eng
2559	le	Span
2560	dije	Span
2561	,	Span
2562	como	Span
2563	dices	Span
2564	t�	Span
2565	,	Span
2566	this	Eng
2567	is	Eng
2568	how	Eng
2569	you	Eng
2570	know	Eng
2571	who	Eng
2572	your	Eng
2573	friends	Eng
2574	are	Eng
2575	.	Eng
2576	Le	Span
2577	dije	Span
2578	.	Span
2579	You	Eng
2580	know	Eng
2581	?	Eng
2582	Le	Span
2583	dije	Span
2584	cuando	Span
2585	they	Eng
2586	show	Eng
2587	up	Eng
2588	for	Eng
2589	something	Eng
2590	like	Eng
2591	that	Eng
2592	.	Eng
2593	Digo	Span
2594	,	Span
2595	<UNK>	Eng
2596	it	Eng
2597	is	Eng
2598	TRUE	Eng
2599	.	Eng
2600	Porque	Span
2601	estaba	Span
2602	una	Span
2603	vez	Span
2604	,	Span
2605	we	Eng
2606	were	Eng
2607	in	Eng
2608	the	Eng
2609	American	Eng
2610	Legion	Eng
2611	all�	Span
2612	en	Span
2613	<UNK>	Span
2614	.	Span
2615	El	Span
2616	commander	Eng
2617	del	Span
2618	American	Eng
2619	Legion	Eng
2620	era	Span
2621	medio	Span
2622	pesado	Span
2623	y	Span
2624	luego	Span
2625	estaba	Span
2626	tambi�n	Span
2627	de	Span
2628	peleonero	Span
2629	.	Span
2630	Se	Span
2631	andaba	Span
2632	una	Span
2633	agarrada	Span
2634	una	Span
2635	vez	Span
2636	que	Span
2637	yo	Span
2638	pensaba	Span
2639	que	Span
2640	se	Span
2641	iban	Span
2642	a	Span
2643	dar	Span
2644	en	Span
2645	la	Span
2646	torre	Span
2647	,	Span
2648	and	Eng
2649	I	Eng
2650	had	Eng
2651	to	Eng
2652	go	Eng
2653	interfere	Eng
2654	,	Eng
2655	you	Eng
2656	know	Eng
2657	?	Eng
2658	Le	Span
2659	dije	Span
2660	,	Span
2661	stop	Eng
2662	it	Eng
2663	.	Eng
2664	Le	Span
2665	dije	Span
2666	,	Span
2667	if	Eng
2668	you	Eng
2669	do	Eng
2670	not	Eng
2671	stop	Eng
2672	it	Eng
2673	right	Eng
2674	now	Eng
2675	?	Eng
2676	This	Eng
2677	is	Eng
2678	not	Eng
2679	.	Eng
2680	What	Eng
2681	happened	Eng
2682	?	Eng
2683	I	Eng
2684	do	Eng
2685	not	Eng
2686	even	Eng
2687	remember	Eng
2688	what	Eng
2689	they	Eng
2690	were	Eng
2691	arguing	Eng
2692	about	Eng
2693	,	Eng
2694	you	Eng
2695	know	Eng
2696	?	Eng
2697	Pero	Span
2698	,	Span
2699	they	Eng
2700	were	Eng
2701	just	Eng
2702	going	Eng
2703	on	Eng
2704	and	Eng
2705	on	Eng
2706	,	Eng
2707	le	Span
2708	dije	Span
2709	,	Span
2710	this	Eng
2711	is	Eng
2712	ridiculous	Eng
2713	.	Eng
2714	Le	Span
2715	dije	Span
2716	,	Span
2717	you	Eng
2718	know	Eng
2719	,	Eng
2720	you	Eng
2721	are	Eng
2722	not	Eng
2723	gonna	Eng
2724	accompleme	Eng
2725	,	Eng
2726	accomplish	Eng
2727	anything	Eng
2728	like	Eng
2729	this	Eng
2730	,	Eng
2731	you	Eng
2732	know	Eng
2733	,	Eng
2734	fighting	Eng
2735	and	Eng
2736	yelling	Eng
2737	at	Eng
2738	each	Eng
2739	other	Eng
2740	,	Eng
2741	like	Eng
2742	,	Eng
2743	yeah	Eng
2744	that	Eng
2745	is	Eng
2746	enough	Eng
2747	.	Eng
2748	And	Eng
2749	,	Eng
2750	uh	Eng
2751	.	Eng
2752	Yeah	Eng
2753	they	Eng
2754	almost	Eng
2755	stopped	Eng
2756	<UNK>	Eng
2757	,	Eng
2758	you	Eng
2759	know	Eng
2760	?	Eng
2761	Digo	Span
2762	ya	Span
2763	pararon	Span
2764	y	Span
2765	anyway	Eng
2766	se	Span
2767	pas�	Span
2768	,	Span
2769	tiempo	Span
2770	y	Span
2771	luego	Span
2772	se	Span
2773	muri�	Span
2774	la	Span
2775	mama	Span
2776	de	Span
2777	Lisa	Span
2778	.	Span
2779	<UNK>	Span
2780	Y	Span
2781	,	Span
2782	who	Eng
2783	shows	Eng
2784	up	Eng
2785	<UNK>	Eng
2786	the	Eng
2787	funeral	Eng
2788	,	Eng
2789	but	Eng
2790	<UNK>	Eng
2791	Ed	Eng
2792	.	Eng
2793	Llego	Span
2794	ah�	Span
2795	Ed	Eng
2796	y	Span
2797	le	Span
2798	dio	Span
2799	el	Span
2800	p�same	Span
2801	a	Span
2802	Sarah	Span
2803	,	Span
2804	dijo	Span
2805	,	Span
2806	you	Eng
2807	know	Eng
2808	at	Eng
2809	that	Eng
2810	moment	Eng
2811	I	Eng
2812	forgave	Eng
2813	and	Eng
2814	forgot	Eng
2815	everything	Eng
2816	we	Eng
2817	,	Eng
2818	he	Eng
2819	ever	Eng
2820	said	Eng
2821	to	Eng
2822	me	Eng
2823	y	Span
2824	dijo	Span
2825	I	Eng
2826	do	Eng
2827	not	Eng
2828	even	Eng
2829	remember	Eng
2830	de	Span
2831	que	Span
2832	nos	Span
2833	enojamos	Span
2834	,	Span
2835	dijo	Span
2836	,	Span
2837	but	Eng
2838	.	Eng
2839	Y-y-yeah	Eng
2840	.	Eng
2841	To	Eng
2842	this	Eng
2843	day	Eng
2844	,	Eng
2845	dijo	Span
2846	,	Span
2847	I	Eng
2848	respect	Eng
2849	the	Eng
2850	man	Eng
2851	.	Eng
2852	I	Eng
2853	did	Eng
2854	not	Eng
2855	just	Eng
2856	,	Eng
2857	<UNK>	Eng
2858	you	Eng
2859	know	Eng
2860	?	Eng
2861	Yeah	Eng
2862	.	Eng
2863	Because	Eng
2864	when	Eng
2865	it	Eng
2866	mattered	Eng
2867	<UNK>	Eng
2868	when	Eng
2869	<UNK>	Eng
2870	he	Eng
2871	was	Eng
2872	there	Eng
2873	,	Eng
2874	you	Eng
2875	know	Eng
2876	?	Eng
2877	Mmm-hmm	Eng
2878	.	Eng
2879	Though	Eng
2880	he	Eng
2881	took	Eng
2882	the	Eng
2883	time	Eng
2884	<UNK>	Eng
2885	to	Eng
2886	be	Eng
2887	her	Eng
2888	husband	Eng
2889	.	Eng
2890	Hmm	Eng
2891	.	Eng
2892	Verdad	Span
2893	?	Span
2894	Le	Span
2895	dije	Span
2896	pos	Span
2897	s�	Span
2898	.	Span
2899	Y	Span
2900	todavia	Span
2901	he	Eng
2902	talks	Eng
2903	about	Eng
2904	it	Eng
2905	,	Eng
2906	you	Eng
2907	know	Eng
2908	?	Eng
2909	Yeah	Eng
2910	.	Eng
2911	Se	Span
2912	agradeci�	Span
2913	y	Span
2914	no	Span
2915	que	Span
2916	fue	Span
2917	.	Span
2918	You	Eng
2919	slurped	Eng
2920	that	Eng
2921	thing	Eng
2922	there	Eng
2923	.	Eng
2924	Hijole	Span
2925	,	Span
2926	<UNK>	Span
2927	Do	Eng
2928	not	Eng
2929	worry	Eng
2930	,	Eng
2931	nobody	Eng
2932	is	Eng
2933	gonna	Eng
2934	steal	Eng
2935	your	Eng
2936	food	Eng
2937	.	Eng
2938	Twenty	Eng
2939	minutes	Eng
2940	.	Eng
2941	Hijole	Span
2942	.	Span
2943	<UNK>	Span
2944	esta	Span
2945	ma�ana	Span
2946	ten�amos	Span
2947	como	Span
2948	unos	Span
2949	quince	Span
2950	para	Span
2951	lunching	Eng
2952	y	Span
2953	le	Span
2954	dije	Span
2955	a	Span
2956	Lisa	Span
2957	,	Span
2958	I	Eng
2959	bet	Eng
2960	you	Eng
2961	that	Eng
2962	the	Eng
2963	faculty	Eng
2964	forgot	Eng
2965	.	Eng
2966	Mmm-hmm	Eng
2967	.	Eng
2968	Le	Span
2969	dije	Span
2970	,	Span
2971	I	Eng
2972	am	Eng
2973	gonna	Eng
2974	send	Eng
2975	the	Eng
2976	reminder	Eng
2977	and	Eng
2978	see	Eng
2979	what	Eng
2980	happens	Eng
2981	.	Eng
2982	Well	Eng
2983	the	Eng
2984	minute	Eng
2985	I	Eng
2986	send	Eng
2987	the	Eng
2988	reminder	Eng
2989	,	Eng
2990	they	Eng
2991	all	Eng
2992	came	Eng
2993	up	Eng
2994	with	Eng
2995	the	Eng
2996	money	Eng
2997	.	Eng
2998	Recu�rdame	Span
2999	?	Span
3000	Because	Eng
3001	I	Eng
3002	put	Eng
3003	down	Eng
3004	on	Eng
3005	the	Eng
3006	email	Eng
3007	,	Eng
3008	those	Eng
3009	of	Eng
3010	you	Eng
3011	that	Eng
3012	plan	Eng
3013	on	Eng
3014	showing	Eng
3015	up	Eng
3016	at	Eng
3017	the	Eng
3018	last	Eng
3019	minute	Eng
3020	.	Eng
3021	Mmm-hmm	Eng
3022	.	Eng
3023	Le	Span
3024	dije	Span
3025	,	Span
3026	en	Span
3027	consideration	Eng
3028	of	Eng
3029	those	Eng
3030	that	Eng
3031	prepayed	Eng
3032	,	Eng
3033	you	Eng
3034	will	Eng
3035	have	Eng
3036	to	Eng
3037	wait	Eng
3038	until	Eng
3039	all	Eng
3040	of	Eng
3041	them	Eng
3042	have	Eng
3043	eaten	Eng
3044	,	Eng
3045	have	Eng
3046	been	Eng
3047	served	Eng
3048	.	Eng
3049	Mmm	Eng
3050	,	Eng
3051	pos	Span
3052	para	Span
3053	saber	Span
3054	?	Span
3055	Le	Span
3056	dije	Span
3057	,	Span
3058	and	Eng
3059	if	Eng
3060	there	Eng
3061	is	Eng
3062	any	Eng
3063	food	Eng
3064	left	Eng
3065	over	Eng
3066	?	Eng
3067	Mmm-hmm	Eng
3068	.	Eng
3069	Then	Eng
3070	you	Eng
3071	can	Eng
3072	pay	Eng
3073	and	Eng
3074	eat	Eng
3075	,	Eng
3076	because	Eng
3077	you	Eng
3078	know	Eng
3079	,	Eng
3080	I	Eng
3081	mean	Eng
3082	,	Eng
3083	people	Eng
3084	that	Eng
3085	prepayed	Eng
3086	have	Eng
3087	to	Eng
3088	eat	Eng
3089	first	Eng
3090	.	Eng
3091	<UNK>	Eng
3092	as�	Span
3093	ni	Span
3094	nada	Span
3095	.	Span
3096	Mmm-hmm	Span
3097	.	Span
3098	If	Eng
3099	they	Eng
