Index	Token	Language
11233	Rykiel	NamedEnt
11234	)	Punct
11235	,	Punct
11236	y	Spn
11237	luego	Spn
11238	I	Eng
11239	replaced	Eng
11240	it	Eng
11241	en	Spn
11242	esa	Spn
11243	hermosa	Spn
11244	farmacia	Spn
11245	en	Spn
11246	Zurich	NamedEnt
11247	,	Punct
11248	con	Spn
11249	el	Spn
11250	Rudi	NamedEnt
11251	Haas	NamedEnt
11252	.	Punct
11253	Anyway	Eng
11254	,	Punct
11255	I	Eng
11256	lance	Eng
11257	myself	Eng
11258	,	Punct
11259	salgo	Spn
11260	a	Spn
11261	la	Spn
11262	calle	Spn
11263	,	Punct
11264	camino	Spn
11265	y	Spn
11266	behind	Eng
11267	my	Eng
11268	Calvin	NamedEnt
11269	Klein	NamedEnt
11270	subtly	Eng
11271	Jackie-O	NamedEnt
11272	gafas	Spn
11273	de	Spn
11274	sol	Spn
11275	pienso	Spn
11276	,	Punct
11277	“	Punct
11278	I	Eng
11279	look	Eng
11280	pretty	Eng
11281	good	Eng
11282	,	Punct
11283	"	Punct
11284	y	Spn
11285	pienso	Spn
11286	en	Spn
11287	Pablo	NamedEnt
11288	Zambrano	NamedEnt
11289	,	Punct
11290	in	Eng
11291	our	Eng
11292	cultivated	Eng
11293	myopia	Eng
11294	,	Punct
11295	and	Eng
11296	in	Eng
11297	how	Eng
11298	damn	Eng
11299	FINE	Eng
11300	the	Eng
11301	world	Eng
11302	looks	Eng
11303	sin	Spn
11304	receta	Spn
11305	.	Punct
11306	And	Eng
11307	now	Eng
11308	,	Punct
11309	everything	Eng
11310	too	Eng
11311	sharp	Eng
11312	,	Punct
11313	ay	Spn
11314	las	Spn
11315	arihtas	NonStSpn
11316	.	Punct
11317	.	Punct
11318	.	Punct
11319	Shego	NonStSpn
11320	al	Spn
11321	Colegio	Spn
11322	me	Spn
11323	siento	Spn
11324	como	Spn
11325	una	Spn
11326	niña	Spn
11327	,	Punct
11328	como	Spn
11329	una	Spn
11330	colegiala	Spn
11331	.	Punct
11332	They	Eng
11333	buzz	Eng
11334	me	Eng
11335	in	Eng
11336	,	Punct
11337	una	Spn
11338	recepcionihta	NonStSpn
11339	takes	Eng
11340	pity	Eng
11341	on	Eng
11342	me	Eng
11343	y	Spn
11344	me	Spn
11345	sube	Spn
11346	a	Spn
11347	Rectoría	Spn
11348	,	Punct
11349	tercer	Spn
11350	piso	Spn
11351	,	Punct
11352	past	Eng
11353	shrieking	Eng
11354	forest-green	Eng
11355	sweatered	Eng
11356	kids	Eng
11357	mirándome	Spn
11358	y	Spn
11359	algún	Spn
11360	murmusho	NonStSpn
11361	,	Punct
11362	te	Spn
11363	lo	Spn
11364	juro	Spn
11365	:	Punct
11366	allí	Spn
11367	va	Spn
11368	la	Spn
11369	mamá	Spn
11370	de	Spn
11371	Joey	NamedEnt
11372	.	Punct
11373	.	Punct
11374	.	Punct
11375	Entro	Spn
11376	y	Spn
11377	veo	Spn
11378	a	Spn
11379	la	Spn
11380	Rectora	Spn
11381	,	Punct
11382	una	Spn
11383	cool	Eng
11384	beige-y	NonStEng
11385	bottle	Eng
11386	blonde	Eng
11387	(	Punct
11388	of	Eng
11389	course	Eng
11390	)	Punct
11391	,	Punct
11392	still	Eng
11393	con	Spn
11394	ese	Spn
11395	semi-incongruente	Spn
11396	(	Punct
11397	sha	NonStSpn
11398	es	Spn
11399	invierno	Spn
11400	,	Punct
11401	no	Spn
11402	jodas	Spn
11403	!	Punct
11404	)	Punct
11405	hideous	Eng
11406	orangey	NonStEng
11407	bronceado	Spn
11408	que	Spn
11409	usan	Spn
11410	tantas	Spn
11411	porteñas	Spn
11412	y	Spn
11413	me	Spn
11414	besa	Spn
11415	y	Spn
11416	veo	Spn
11417	al	Spn
11418	Juvenil	NamedEnt
11419	and	Eng
11420	my	Eng
11421	heart	Eng
11422	is	Eng
11423	in	Eng
11424	my	Eng
11425	throat	Eng
11426	y	Spn
11427	se	Spn
11428	ve	Spn
11429	un	Spn
11430	poquitín	Spn
11431	alicaído	Spn
11432	eso	Spn
11433	sí	Spn
11434	,	Punct
11435	e	Spn
11436	intenta	Spn
11437	susurrarme	Spn
11438	en	Spn
11439	inglés	Spn
11440	let	Eng
11441	me	Eng
11442	tell	Eng
11443	you	Eng
11444	what	Eng
11445	happened	Eng
11446	,	Punct
11447	OK	NonStEng
11448	,	Punct
11449	mama	Eng
11450	?	Punct
11451	Y	Spn
11452	yo	Spn
11453	callate	Spn
11454	voh	NonStSpn
11455	,	Punct
11456	y	Spn
11457	noBLOOD/	EngNoSpace
11458	quiero	Spn
11459	ehcuchar	NonStSpn
11460	NADA	Spn
11461	de	Spn
11462	ti	Spn
11463	ahora	Spn
11464	.	Punct
11465	Y	Spn
11466	la	Spn
11467	Rectora	Spn
11468	entona	Spn
11469	que	Spn
11470	Joey	NamedEnt
11471	es	Spn
11472	un	Spn
11473	buen	Spn
11474	chico	Spn
11475	pero	Spn
11476	en	Spn
11477	algunas	Spn
11478	cosas	Spn
11479	todavía	Spn
11480	sigue	Spn
11481	siendo	Spn
11482	muuuy	NonStSpn
11483	niño	Spn
11484	.	Punct
11485	Y	Spn
11486	yo	Spn
11487	nodding	Eng
11488	politely	Eng
11489	.	Punct
11490	Ehhh	Spn
11491	,	Punct
11492	sabés	Spn
11493	que	Spn
11494	hay	Spn
11495	un	Spn
11496	grupito	NonStSpn
11497	de	Spn
11498	chicos	Spn
11499	un	Spn
11500	poco	Spn
11501	más	Spn
11502	jóvenes	Spn
11503	que	Spn
11504	le	Spn
11505	vienen	Spn
11506	molestando	Spn
11507	,	Punct
11508	y	Spn
11509	calling	Eng
11510	him	Eng
11511	“	Punct
11512	shanki	NonStSpn
11513	"	Punct
11514	and	Eng
11515	pulling	Eng
11516	on	Eng
11517	his	Eng
11518	jacket	Eng
11519	(	Punct
11520	y	Spn
11521	forro	Spn
11522	,	Punct
11523	he	Eng
11524	whispers	Eng
11525	under	Eng
11526	his	Eng
11527	breath	Eng
11528	,	Punct
11529	they	Eng
11530	call	Eng
11531	me	Eng
11532	forro	Spn
11533	)	Punct
11534	.	Punct
11535	And	Eng
11536	it’s	Eng
11537	me	Eng
11538	back	Eng
11539	,	Punct
11540	scared	Eng
11541	,	Punct
11542	en	Spn
11543	Colegio	NamedEnt
11544	Estudio	NamedEnt
11545	en	Spn
11546	Madrith	NonStSpn
11547	,	Punct
11548	I’m	Eng
11549	4	Num
11550	years	Eng
11551	old	Eng
11552	and	Eng
11553	asthmatic	Eng
11554	and	Eng
11555	no	Spn
11556	puedo	Spn
11557	respirar	Spn
11558	and	Eng
11559	I’m	Eng
11560	wheezing	Eng
11561	,	Punct
11562	I’m	Eng
11563	wheezing	Eng
11564	y	Spn
11565	los	Spn
11566	otros	Spn
11567	niños	Spn
11568	me	Spn
11569	peshihcan	NonStSpn
11570	por	Spn
11571	ser	Spn
11572	.	Punct
11573	.	Punct
11574	.	Punct
11575	por	Spn
11576	ser	Spn
11577	extranjera	Spn
11578	,	Punct
11579	skinny	Eng
11580	,	Punct
11581	shy	Eng
11582	,	Punct
11583	pigeon-toed	Eng
11584	and	Eng
11585	pathetic	Eng
11586	.	Punct
11587	Y	Spn
11588	me	Spn
11589	tengo	Spn
11590	que	Spn
11591	agarrar	Spn
11592	de	Spn
11593	la	Spn
11594	mano	Spn
11595	de	Spn
11596	la	Spn
11597	maestra	Spn
11598	,	Punct
11599	with	Eng
11600	all	Eng
11601	my	Eng
11602	might	Eng
11603	hold	Eng
11604	her	Eng
11605	hand	Eng
11606	y	Spn
11607	subir	Spn
11608	con	Spn
11609	ella	Spn
11610	al	Spn
11611	ático	Spn
11612	where	Eng
11613	she	Eng
11614	keeps	Eng
11615	that	Eng
11616	wonderful	Eng
11617	,	Punct
11618	banana-smelling	Eng
11619	,	Punct
11620	pungent	Eng
11621	rubbing	Eng
11622	alcohol	Eng
11623	que	Spn
11624	ella	Spn
11625	frota	Spn
11626	frota	Spn
11627	on	Eng
11628	the	Eng
11629	kids	Eng
11630	’	Punct
11631	knees	Eng
11632	cuando	Spn
11633	se	Spn
11634	caen	Spn
11635	and	Eng
11636	they	Eng
11637	scrape	Eng
11638	themselves	Eng
11639	.	Punct
11640	Yo	Spn
11641	nunca	Spn
11642	me	Spn
11643	caigo	Spn
11644	,	Punct
11645	bueno	Spn
11646	,	Punct
11647	sólo	Spn
11648	si	Spn
11649	me	Spn
11650	empujan	Spn
11651	.	Punct
11652	Siempre	Spn
11653	de	Spn
11654	la	Spn
11655	mano	Spn
11656	de	Spn
11657	la	Spn
11658	maestra	Spn
11659	and	Eng
11660	clinging	Eng
11661	to	Eng
11662	the	Eng
11663	fence	Eng
11664	and	Eng
11665	shrieking	Eng
11666	to	Eng
11667	Daddy	NamedEnt
11668	to	Eng
11669	take	Eng
11670	me	Eng
11671	back	Eng
11672	,	Punct
11673	take	Eng
11674	me	Eng
11675	home	Eng
11676	,	Punct
11677	y	Spn
11678	mamá	Spn
11679	no	Spn
11680	me	Spn
11681	puede	Spn
11682	shevar	NonStSpn
11683	al	Spn
11684	cole	Spn
11685	,	Punct
11686	hace	Spn
11687	que	Spn
11688	papá	Spn
11689	me	Spn
11690	lleve	Spn
11691	porque	Spn
11692	ella	Spn
11693	no	Spn
11694	aguanta	Spn
11695	,	Punct
11696	no	Spn
11697	puede	Spn
11698	ver	Spn
11699	a	Spn
11700	su	Spn
11701	hyper-sensitive	Eng
11702	,	Punct
11703	socially	Eng
11704	maladapted	Eng
11705	oldest	Eng
11706	daughter	Eng
11707	in	Eng
11708	so	Eng
11709	much	Eng
11710	pain	Eng
11711	.	Punct
11712	.	Punct
11713	.	Punct
11714	.	Punct
11715	.	Punct
11716	.	Punct
11717	y	Spn
11718	como	Spn
11719	te	Spn
11720	digo	Spn
11721	,	Punct
11722	sigue	Spn
11723	la	Spn
11724	Rectora	NamedEnt
11725	creo	Spn
11726	que	Spn
11727	Sho-ey	NamedEnt
11728	debería	Spn
11729	pagar	Spn
11730	la	Spn
11731	reparación	Spn
11732	de	Spn
11733	la	Spn
11734	puerta	Spn
11735	de	Spn
11736	sus	Spn
11737	ahorros	Spn
11738	;	Punct
11739	recibe	Spn
11740	una	Spn
11741	mensualidad	Spn
11742	?	Punct
11743	Like	Eng
11744	in	Eng
11745	a	Eng
11746	dream	Eng
11747	le	Spn
11748	asiento	Spn
11749	,	Punct
11750	sí	Spn
11751	,	Punct
11752	claro	Spn
11753	.	Punct
11754	And	Eng
11755	I	Eng
11756	muse	Eng
11757	:	Punct
11758	Y	Spn
11759	resulta	Spn
11760	que	Spn
11761	he	Eng
11762	couldn’t	Eng
11763	stand	Eng
11764	it	Eng
11765	,	Punct
11766	the	Eng
11767	name-calling	Eng
11768	,	Punct
11769	y	Spn
11770	se	Spn
11771	explotó	Spn
11772	y	Spn
11773	le	Spn
11774	comienzo	Spn
11775	a	Spn
11776	construir	Spn
11777	defensas	Spn
11778	,	Punct
11779	que	Spn
11780	young	Eng
11781	male	Eng
11782	adolescent	Eng
11783	pero	Spn
11784	pa	NonStSpn
11785	’	Punct
11786	mis	Spn
11787	adentros	Spn
11788	,	Punct
11789	that	Eng
11790	doesn’t	Eng
11791	cut	Eng
11792	it	Eng
11793	.	Punct
11794	I	Eng
11795	despisea	Spn
11796	bully	Eng
11797	;	Punct
11798	cómo	Spn
11799	me	Spn
11800	torturaron	Spn
11801	los	Spn
11802	bullies	Eng
11803	,	Punct
11804	right	Eng
11805	through	Eng
11806	till	Eng
11807	I	Eng
11808	was	Eng
11809	his	Eng
11810	age	Eng
11811	,	Punct
11812	como	Spn
11813	de	Spn
11814	14	Num
11815	o	Spn
11816	15	Num
11817	o	Spn
11818	maybe	Eng
11819	even	Eng
11820	as	Eng
11821	late	Eng
11822	as	Eng
11823	16	Num
11824	,	Punct
11825	and	Eng
11826	I	Eng
11827	grew	Eng
11828	breasts	Eng
11829	and	Eng
11830	a	Eng
11831	funny	Eng
11832	bone	Eng
11833	just	Eng
11834	like	Eng
11835	my	Eng
11836	daddy’s	Eng
11837	and	Eng
11838	slanty	Eng
11839	green	Eng
11840	eyes	Eng
11841	and	Eng
11842	long	Eng
11843	,	Punct
11844	long	Eng
11845	wavy	Eng
11846	auburn	Eng
11847	hair	Eng
11848	and	Eng
11849	todo	Spn
11850	tan	Spn
11851	y	Spn
11852	tan	Spn
11853	de	Spn
11854	repente	Spn
11855	,	Punct
11856	cuando	Spn
11857	volví	Spn
11858	de	Spn
11859	España	NamedEnt
11860	a	Spn
11861	Santa	NamedEnt
11862	Cruz	NamedEnt
11863	en	Spn
11864	la	Spn
11865	high	Eng
11866	school	Eng
11867	,	Punct
11868	11th	Num
11869	grade	Eng
11870	.	Punct
11871	Era	Spn
11872	cotizada	Spn
11873	de	Spn
11874	repente	Spn
11875	,	Punct
11876	hasta	Spn
11877	MUY	Spn
11878	cotizada	Spn
11879	,	Punct
11880	hasta	Spn
11881	nominada	Spn
11882	for	Eng
11883	Homecoming	NamedEnt
11884	Princess	NamedEnt
11885	,	Punct
11886	funny	Eng
11887	how	Eng
11888	that	Eng
11889	all	Eng
11890	happened	Eng
11891	,	Punct
11892	so	Eng
11893	suddenly	Eng
11894	,	Punct
11895	pero	Spn
11896	Joey	NamedEnt
11897	.	Punct
11898	Popular	Eng
11899	desde	Spn
11900	day	Eng
11901	one	Eng
11902	.	Punct
11903	Tan	Spn
11904	canchero	Spn
11905	,	Punct
11906	friendly	Eng
11907	,	Punct
11908	y	Spn
11909	ahora	Spn
11910	shoe	Eng
11911	en	Spn
11912	el	Spn
11913	otro	Spn
11914	pie	Spn
11915	baby	Eng
11916	,	Punct
11917	y	Spn
11918	cómo	Spn
11919	puede	Spn
11920	ser	Spn
11921	que	Spn
11922	le	Spn
11923	hasha	NonStSpn
11924	salido	Spn
11925	esa	Spn
11926	veta	Spn
11927	de	Spn
11928	su	Spn
11929	padre	Spn
11930	(	Punct
11931	and	Eng
11932	him	Eng
11933	,	Punct
11934	from	Eng
11935	his	Eng
11936	ownalcoholic	EngNoSpace
11937	,	Punct
11938	pathologically	Eng
11939	shy	Eng
11940	father	Eng
11941	)	Punct
11942	:	Punct
11943	explosiva	Spn
11944	,	Punct
11945	de	Spn
11946	kicking	Eng
11947	a	Eng
11948	hole	Eng
11949	in	Eng
11950	the	Eng
11951	closet	Eng
11952	door	Eng
11953	,	Punct
11954	in	Eng
11955	the	Eng
11956	wall	Eng
11957	,	Punct
11958	y	Spn
11959	ahora	Spn
11960	esto	Spn
11961	,	Punct
11962	running	Eng
11963	after	Eng
11964	the	Eng
11965	younger	Eng
11966	kid	Eng
11967	(	Punct
11968	I	Eng
11969	wasn’t	Eng
11970	gonna	Eng
11971	hit	Eng
11972	him	Eng
11973	Mom	Eng
11974	,	Punct
11975	I	Eng
11976	swear	Eng
11977	)	Punct
11978	y	Spn
11979	rodeado	Spn
11980	de	Spn
11981	sus	Spn
11982	classmates	Eng
11983	,	Punct
11984	quienes	Spn
11985	le	Spn
11986	chishaban	NonStSpn
11987	“	Punct
11988	maTAlo	NonStSpn
11989	,	Punct
11990	Joey	NamedEnt
11991	,	Punct
11992	maTAlo	NonStSpn
11993	.	Punct
11994	"	Punct
11995	Ay	Spn
11996	,	Punct
11997	it’s	Eng
11998	just	Eng
11999	too	Eng
12000	much	Eng
12001	for	Eng
12002	me	Eng
12003	on	Eng
12004	this	Eng
12005	winter	Eng
12006	morning	Eng
12007	,	Punct
12008	esta	Spn
12009	terrible	Spn
12010	writerly	Eng
12011	interrupción	Spn
12012	and	Eng
12013	Joey	NamedEnt
12014	SOOOOOLord	EngNoSpace
12015	of	Eng
12016	the	Eng
12017	Flies	Eng
12018	,	Punct
12019	and	Eng
12020	I	Eng
12021	abhor	Eng
12022	male	Eng
12023	violence	Eng
12024	especially	Eng
12025	.	Punct
12026	Oh	Eng
12027	what	Eng
12028	begot	Eng
12029	this	Eng
12030	,	Punct
12031	y	Spn
12032	sho	NonStSpn
12033	tramándole	Spn
12034	castigos	Spn
12035	yes	Eng
12036	yes	Eng
12037	I’m	Eng
12038	gonna	Eng
12039	have	Eng
12040	him	Eng
12041	read	Eng
12042	Lord	Eng
12043	of	Eng
12044	the	Eng
12045	Flies	Eng
12046	,	Punct
12047	and	Eng
12048	of	Eng
12049	course	Eng
12050	,	Punct
12051	pagar	Spn
12052	el	Spn
12053	cristal	Spn
12054	roto	Spn
12055	out	Eng
12056	of	Eng
12057	his	Eng
12058	savings	Eng
12059	and	Eng
12060	oh	Eng
12061	my	Eng
12062	god	Eng
12063	,	Punct
12064	casi	Spn
12065	me	Spn
12066	colapseo	Spn
12067	en	Spn
12068	shanto	NonStSpn
12069	hearing	Eng
12070	que	Spn
12071	un	Spn
12072	poor	Eng
12073	little	Eng
12074	boy	Eng
12075	,	Punct
12076	nothing	Eng
12077	to	Eng
12078	do	Eng
12079	with	Eng
12080	it	Eng
12081	all	Eng
12082	,	Punct
12083	behind	Eng
12084	the	Eng
12085	door	Eng
12086	the	Eng
12087	Juvenile	NamedEnt
12088	pushed	Eng
12089	his	Eng
12090	hand	Eng
12091	through	Eng
12092	,	Punct
12093	por	Spn
12094	poco	Spn
12095	se	Spn
12096	le	Spn
12097	incruhta	NonStSpn
12098	un	Spn
12099	glass	Eng
12100	shard	Eng
12101	en	Spn
12102	el	Spn
12103	ojo	Spn
12104	.	Punct
12105	Oh	Eng
12106	god	Eng
12107	,	Punct
12108	oh	Eng
12109	god	Eng
12110	for	Eng
12111	what	Eng
12112	almost	Eng
12113	happened	Eng
12114	could’ve	Eng
12115	happened	Eng
12116	,	Punct
12117	y	Spn
12118	yo	Spn
12119	paralizada	Spn
12120	de	Spn
12121	shame	Eng
12122	y	Spn
12123	miedo	Spn
12124	y	Spn
12125	veo	Spn
12126	que	Spn
12127	el	Spn
12128	Juvenil	NamedEnt
12129	is	Eng
12130	ashamed	Eng
12131	too	Eng
12132	y	Spn
12133	él	Spn
12134	nunca	Spn
12135	ha	Spn
12136	aguantado	Spn
12137	la	Spn
12138	sensación	Spn
12139	de	Spn
12140	culpa	Spn
12141	pero	Spn
12142	luego	Spn
12143	he	Eng
12144	tries	Eng
12145	to	Eng
12146	weasel	Eng
12147	his	Eng
12148	way	Eng
12149	out	Eng
12150	of	Eng
12151	it	Eng
12152	siempre	Spn
12153	tan	Spn
12154	ready	Eng
12155	to	Eng
12156	blame	Eng
12157	someone	Eng
12158	else	Eng
12159	,	Punct
12160	or	Eng
12161	“	Punct
12162	his	Eng
12163	temper	Eng
12164	.	Punct
12165	"	Punct
12166	Al	Spn
12167	llegar	Spn
12168	a	Spn
12169	casa	Spn
12170	me	Spn
12171	siento	Spn
12172	on	Eng
12173	the	Eng
12174	floor	Eng
12175	y	Spn
12176	shoro	NonStSpn
12177	y	Spn
12178	me	Spn
12179	siento	Spn
12180	totally	Eng
12181	overwhelmed	Eng
12182	,	Punct
12183	wiped	Eng
12184	out	Eng
12185	por	Spn
12186	la	Spn
12187	maternidad	Spn
12188	,	Punct
12189	suddenly	Eng
12190	.	Punct
12191	Por	Spn
12192	esto	Spn
12193	,	Punct
12194	by	Eng
12195	something	Eng
12196	like	Eng
12197	this	Eng
12198	,	Punct
12199	que	Spn
12200	te	Spn
12201	golpea	Spn
12202	in	Eng
12203	the	Eng
12204	middle	Eng
12205	of	Eng
12206	whatever	Eng
12207	you	Eng
12208	were	Eng
12209	doing	Eng
12210	:	Punct
12211	writing	Eng
12212	,	Punct
12213	living	Eng
12214	,	Punct
12215	y	Spn
12216	siempre	Spn
12217	es	Spn
12218	,	Punct
12219	no	Eng
12220	matter	Eng
12221	what	Eng
12222	,	Punct
12223	mi	Spn
12224	más	Spn
12225	important	Eng
12226	empresa	Spn
12227	,	Punct
12228	pasión	Spn
12229	,	Punct
12230	so	Eng
12231	much	Eng
12232	.	Punct
12233	Too	Eng
12234	much	Eng
12235	.	Punct
12236	Siempre	Spn
12237	he	Spn
12238	tardado	Spn
12239	tanto	Spn
12240	en	Spn
12241	mis	Spn
12242	cosas	Spn
12243	,	Punct
12244	en	Spn
12245	“	Punct
12246	realizarme	Spn
12247	,	Punct
12248	"	Punct
12249	all	Eng
12250	my	Eng
12251	goals	Eng
12252	and	Eng
12253	now	Eng
12254	so	Eng
12255	closeto	Mixed
12256	it	Eng
12257	all	Eng
12258	,	Punct
12259	to	Eng
12260	writing	Eng
12261	,	Punct
12262	to	Eng
12263	closure	Eng
12264	.	Punct
12265	Finally	Eng
12266	,	Punct
12267	finally	Eng
12268	.	Punct
12269	Beginning	Eng
12270	to	Eng
12271	taste	Eng
12272	it	Eng
12273	.	Punct
12274	Pero	Spn
12275	te	Spn
12276	pueden	Spn
12277	derribar	Spn
12278	en	Spn
12279	cualquier	Spn
12280	momento	Spn
12281	,	Punct
12282	kids	Eng
12283	.	Punct
12284	I	Eng
12285	remember	Eng
12286	cuando	Spn
12287	él	Spn
12288	nació	Spn
12289	:	Punct
12290	I	Eng
12291	sat	Eng
12292	for	Eng
12293	months	Eng
12294	on	Eng
12295	end	Eng
12296	just	Eng
12297	bounce	Eng
12298	bounce	Eng
12299	bouncing	Eng
12300	him	Eng
12301	,	Punct
12302	con	Spn
12303	el	Spn
12304	pie	Spn
12305	,	Punct
12306	in	Eng
12307	that	Eng
12308	little	Eng
12309	bouncyhamaca	MixedNoSpace
12310	thing	Eng
12311	,	Punct
12312	staring	Eng
12313	at	Eng
12314	him	Eng
12315	,	Punct
12316	making	Eng
12317	him	Eng
12318	laugh	Eng
12319	.	Punct
12320	I	Eng
12321	would	Eng
12322	doBLOOD/	EngNoSpace
12323	anything	Eng
12324	,	Punct
12325	I	Eng
12326	would	Eng
12327	die	Eng
12328	for	Eng
12329	you	Eng
12330	,	Punct
12331	como	Spn
12332	dijo	Spn
12333	el	Spn
12334	protagonista	Spn
12335	in	Eng
12336	that	Eng
12337	gorgeous	Eng
12338	“	Punct
12339	Cal	NamedEnt
12340	"	Punct
12341	movie	Eng
12342	,	Punct
12343	con	Spn
12344	el	Spn
12345	Mark	NamedEnt
12346	Knopfler	NamedEnt
12347	soundtrack	Eng
12348	.	Punct
12349	Bueno	Spn
12350	,	Punct
12351	ya	Spn
12352	sé	Spn
12353	que	Spn
12354	era	Spn
12355	el	Spn
12356	amante	Spn
12357	,	Punct
12358	young	Eng
12359	Irish	Eng
12360	revolutionary	Eng
12361	guerrilla	Eng
12362	to	Eng
12363	his	Eng
12364	Protestant	Eng
12365	older	Eng
12366	woman	Eng
12367	lover	Eng
12368	,	Punct
12369	pero	Spn
12370	da	Spn
12371	lo	Spn
12372	mihmo	NonStSpn
12373	:	Punct
12374	lo	Spn
12375	que	Spn
12376	quiero	Spn
12377	decir	Spn
12378	es	Spn
12379	una	Spn
12380	imbancable	Spn
12381	intensidad	Spn
12382	.	Punct
12383	Y	Spn
12384	esto	Spn
12385	,	Punct
12386	hoy	Spn
12387	,	Punct
12388	is	Eng
12389	suddenly	Eng
12390	beyond	Eng
12391	me	Eng
12392	.	Punct
12393	¿Qué	Spn
12394	hago	Spn
12395	?	Punct
12396	Propongo	Spn
12397	cursishos	NonStSpn
12398	de	Spn
12399	“	Punct
12400	anger	Eng
12401	management	Eng
12402	"	Punct
12403	when	Eng
12404	we	Eng
12405	get	Eng
12406	home	Eng
12407	.	Punct
12408	Muy	Spn
12409	a	Spn
12410	lo	Spn
12411	gringo	Spn
12412	.	Punct
12413	Le	Spn
12414	hablo	Spn
12415	about	Eng
12416	how	Eng
12417	when	Eng
12418	we	Eng
12419	get	Eng
12420	home	Eng
12421	,	Punct
12422	que	Spn
12423	el	Spn
12424	re-entry	Eng
12425	into	Eng
12426	a	Eng
12427	gringo	Spn
12428	high	Eng
12429	school	Eng
12430	.	Punct
12431	No	Spn
12432	va	Spn
12433	a	Spn
12434	ser	Spn
12435	fácil	Spn
12436	.	Punct
12437	Que	Spn
12438	peer	Eng
12439	pressure	Eng
12440	.	Punct
12441	Que	Spn
12442	si	Spn
12443	no	Spn
12444	dominás	Spn
12445	tu	Spn
12446	temper	Eng
12447	,	Punct
12448	how	Eng
12449	are	Eng
12450	you	Eng
12451	going	Eng
12452	to	Eng
12453	be	Eng
12454	able	Eng
12455	to	Eng
12456	drive	Eng
12457	?	Punct
12458	Que	Spn
12459	I	Eng
12460	ain’t	NonStEng
12461	putting	Eng
12462	no	Eng
12463	out	Eng
12464	of	Eng
12465	control	Eng
12466	Archie	NamedEnt
12467	Bunker	NamedEnt
12468	temper-tantrummer	NonStEng
12469	behind	Eng
12470	el	Spn
12471	volante	Spn
12472	!	Punct
12473	No	Eng
12474	way	Eng
12475	!	Punct
12476	Y	Spn
12477	,	Punct
12478	si	Spn
12479	sales	Spn
12480	con	Spn
12481	una	Spn
12482	chica	Spn
12483	y	Spn
12484	te	Spn
12485	dice	Spn
12486	que	Spn
12487	no	Spn
12488	,	Punct
12489	que	Spn
12490	take	Eng
12491	me	Eng
12492	home	Eng
12493	,	Punct
12494	que	Spn
12495	no	Spn
12496	quiero	Spn
12497	go	Eng
12498	further	Eng
12499	que	Spn
12500	I’m	Eng
12501	not	Eng
12502	ready	Eng
12503	,	Punct
12504	what	Eng
12505	are	Eng
12506	you	Eng
12507	going	Eng
12508	to	Eng
12509	do	Eng
12510	?	Punct
12511	Put	Eng
12512	your	Eng
12513	hands	Eng
12514	around	Eng
12515	her	Eng
12516	neck	Eng
12517	and	Eng
12518	hold	Eng
12519	her	Eng
12520	there	Eng
12521	,	Punct
12522	hold	Eng
12523	her	Eng
12524	down	Eng
12525	against	Eng
12526	her	Eng
12527	will	Eng
12528	,	Punct
12529	muy	Spn
12530	“	Punct
12531	Cuello	Spn
12532	de	Spn
12533	gatito	Spn
12534	negro	Spn
12535	"	Punct
12536	?	Punct
12537	Y	
12538	casi	
12539	llorando	Spn
12540	y	Spn
12541	bien	Spn
12542	palidito	Spn
12543	me	Spn
12544	mira	Spn
12545	y	Spn
12546	dice	Spn
12547	I	Eng
12548	don’t	Eng
12549	know	Eng
12550	Mom	NamedEnt
12551	,	Punct
12552	what	Eng
12553	,	Punct
12554	am	Eng
12555	I	Eng
12556	a	Eng
12557	monster	Eng
12558	?	Punct
12559	Siempre	Spn
12560	con	Spn
12561	el	Spn
12562	discurso	Spn
12563	of	Eng
12564	I’m	Eng
12565	gonna	Eng
12566	change	Eng
12567	.	Punct
12568	I’m	Eng
12569	gonna	Eng
12570	start	Eng
12571	cleaning	Eng
12572	up	Eng
12573	my	Eng
12574	room	Eng
12575	,	Punct
12576	it’s	Eng
12577	ALL	Eng
12578	gonna	Eng
12579	be	Eng
12580	different	Eng
12581	when	Eng
12582	we	Eng
12583	get	Eng
12584	back	Eng
12585	.	Punct
12586	Que	Spn
12587	fresh	Eng
12588	slate	Eng
12589	.	Punct
12590	Y	Spn
12591	pa	NonStSpn
12592	’	Punct
12593	mis	Spn
12594	adentros	Spn
12595	ay	Spn
12596	,	Punct
12597	that	Eng
12598	is	Eng
12599	SOOO	NonStEng
12600	much	Eng
12601	el	Spn
12602	clásico	Spn
12603	discurso	Spn
12604	de	Spn
12605	un	Spn
12606	alcohólico	Spn
12607	.	Punct
12608	Of	Eng
12609	an	Eng
12610	addict	Eng
12611	.	Punct
12612	Image	Eng
12613	de	Spn
12614	mi	Spn
12615	ex-suegro	Spn
12616	burning	Eng
12617	in	Eng
12618	my	Eng
12619	brain	Eng
12620	.	Punct
12621	You	Eng
12622	pickled	Eng
12623	old	Eng
12624	sod	Eng
12625	:	Punct
12626	why	Eng
12627	are	Eng
12628	you	Eng
12629	STILL	Eng
12630	alive	Eng
12631	,	Punct
12632	pathetic	Eng
12633	and	Eng
12634	alone	Eng
12635	and	Eng
12636	drinking	Eng
12637	yourself	Eng
12638	.	Punct
12639	.	Punct
